,content,type_text
24817,Гачууртын зуслан орчимд айлуудаас 100 метр орчимын тэнд хүний цогцос хаяаад байх юмаа.Энэ нь зан үйлийн асуудал учир энэ асуудлыг зохицуулах арга хэмжээ аваачээ.Иргэдийн амгалан тайван байдал алдагдаад хүндрэлтэй байна.,Гомдол
24824,Шаргаморьтын гүүрний доошоо голын эрэг доогуур 6-р сарын 20-доор Сэлбэ голыг цэвэрлэсэн гэтэл хогын цэг үүсээд байна./Даваажав-99146776/,Гомдол
24829,"Долларын ханш бүр утгаа алдаад байна. Анхааралдаа яаралтай авахгүй бол байрны үнэ ч өсөөд доллар нь өсөөд, дагаад бүх юм өсөөд байх юм.",Гомдол
24841,Зуслангын автобус жигжид рүү эцэс хүртэл явдаг баймаар байна. Яг эцэс хүртэл явахгүй байна. (number 7556),Гомдол
24853,4 nomeriin troleibusiin toog nemj boloh uu bi vokzal oroh geed buten tsag 30 minut huleesen hunsnii 20 budal deer ogt irehgui bna buten tsag 30 minut zogsloo hotiin tuv-s vokzal ruu javdag toog nemj boloh uu.esvel vokzal ruu javdag autobus gargaj bolohgui uu.,Гомдол
24857,"МУ-ын Зэвсэгт хүчний ерөнхий командлагч, Эрхэм ерөнхийлөгч танаа: Манайх Монгол улсын Төрийн банкны Ховд аймаг дахь салбараас 2012 оны 06 сарын 06-ы өдөр Ховд аймгийн Жаргалант сумын Цамбагарав багт орших Жаргалант хотхоны 48 айлын орон сууцны 41 тоот 2 өрөө байрыг жилийн 18 хувийн хүүтэй зээлээр авсан. Монгол улсын Засгийн газраас гаргасан Орон сууцны зээл олгох шинэчилсэн журмын дагуу жилийн 8 хувийн хүүтэй зээлд шилжүүлэхээр зээлд тавигдах бүх шаардлагыг хангасан  боловч  анх зээл авахдаа гэрээний нэгдүгээр гарын үсгийг манай нөхөр зурсан болохоор 1-р гарын үсэг байхгүй гэсэн шалтгаанаар гэрээг шинэчлэхгүй явсаар одоо сар боллоо. Учир нь манай нөхөр Өмнөд Судан улс руу энхийг сайхиулах үйл ажиллагаанд явчихсан.  Банк одоо намайг нөхрөөсөө итгэмжлэл авч ир гэсэн. Гэтэл Суданаас итгэмжлэл авхуулах гэхээр итгэмжлэлийг нь баталгаажуулаад монгол руу явуулах ёстой захирагч нь хол байдаг болохоор боломж ерөөсөө байхгүй байна. иймээс 2014оны 01 сар хүртэл хуучин хүүгээрээ төлөх шаардлагатай болоод байгаад гомдолтой байна. миний энэхүү нөхцөл байдлыг харгалзан үзэж Зэвсэгт хүчний Ерөнхий командлагчийн хувьд чирэгдэл багатай шийдвэрлэж өгнө үү.",Гомдол
24874,Дуут шуудан/7480/ Түрүү жилээс хойш шинээр газар олголт хийхгүй байгаа гэж газрын албанаас хэлж байгаа хирнээ ямар хүмүүс газар аваад байна вэ? бусад хүмүүс ямар замаар авч байна вэ? гэдгийг тодруулж өгнө үү.,Гомдол
24884,-Иргэний цахим үнэмлэхээ алдаад УБЕГ-с лавлагаа авсан байгаа энэ лавлагааг нь бүх төрлийн үйлчилгээг авахад цахим үнэмлэхийг орлон үйлчилнэ гэсэн боловч үйлчлэхгүй байна.Энэ асуудлаа судлаж хариу өгөөчээ.Яаралтай чухал ажлаа Ллавлагаагаа үзүүлээд үйлчлүүлж чадахгүй чирэгдээд байна.   -ЧД-ийн 19-р хорооны улсын бүртгэлийн ажилтан нь амарсан байгаа учир хороон дээр орлон ажиллаж байгаа хүн алга.,Гомдол
24885,ТЭЦ-4 -өөс гурвалжингийн хүртэлх замын арчилгааг хэн хариуцан хийхийг хэлж өгөөч ашиглалтанд ороочоод 3 жил болж байхад ганц ч удаа цэвэрлэгээ үйлчлгээний Ажил хийсэнгүйг анхаар. БГД 13 -р хоро А.Батболд утас 99898485,Гомдол
24891,"shine duremt huvtas dendu unetei bna.bas huuhed udur honogor usdug baital ali havar surguulin huuhduuded hemjee avsan,namar ter huvtasni bagadna bizde.ulaim tsaim luivar higeed bga yum bishu.",Гомдол
24902,Өмнөговь аймагт тог цахилгаан тасраад хэд хоног болж байна. Арга хэмжээ авч өгнө үү.,Гомдол
24914,"Чингэлтэй Дүүргийн 13-р хорооны нутаг дэвсгэр дээр байрладаг 2-р амбулаторийн дэргэдэх ""Энэрэл"" дээд сургуулв ямар ч хаалт хамгаалалтгүй барийлгын өргөтгөлийн ажил хийж эхлээд багагүй хугацаа өнгөрөөд байна. Баяр наадмын өмнө Дүүргийн мэргэжлийн хяналтын хэлтэст албан бичиг өгсөн боловч одоо болтол арга хэмжээ авагдаагүй өдий хүрлээ. Тус амбулаториор үйлчлүүлж байгаа иргэд болон эмч ажилчдын аюулгүй, амь нас, ажлаа хэвийн явуулах нөхцөл боломжгүй байгаа холбогдох байгууллага, хүмүүс яаралтай ирж бодит байдалтай танилцаж, арга хэмжээ авч өгнө үү.",Гомдол
24924,Хан-Уул дүүрэгт шинээр байр худалдаж авсан гэтэл мөөгөнцөрдөөд бохир нь халиад хүндрэлтэй байдал үүсээд байна./НМЕГ-т/,Гомдол
24928,"Сайн байна уу? Энэ хотын гудамжаар явган ч бай, машинтай ч явах арга алга. Замаа ногоон гэрлээр явган гарах гэхлээр хурдан гар гэж сигналдана, машинтай явж байхад жаахан удаан явбал, хурдан яв гэж сигналдана, ногоон гэрэл яг асаад хөдлөх гэж байтал, яв гэж сигналдана, ер нь сигналдах өвчинтэй хүмүүс юм шиг байгаан, гол нь би жирэмсэн эх хүн болох гэж байгаа, иймэрхүү зүйлээс, нервтэж, цочих юм, би ч яахав хөгшин хүмүүс цочсондоо даралт нь ихсэж инфаркт ч болж байсан түүхтэй. сигналыг болиулах хэрэгтэй байна",Гомдол
24931,Монгол банкнаас лавлагаа авдаг. Нэгдсэн сүлжээ байдаг. Гэтэл тэр нь 5-дахь өдрөөс хойш ажиллахгүй юм. 323298 гэсэн сүлжээ хариуцсан хүнтэй ярьсан боловч өдөөс ёс зүйгүй харьцлаа.,Гомдол
24937,5-р сарын 17 нд Аж ахуйн нэгжүүдэд адистатчилал хийнэ өөрсдөө ногоон байгууламж хий гэж хэлсэн.Өөрийнхөө хөрөнгөөр жижиг ногоон байгууламж хийсэн байгаа.  Гэтэл адистатчилалаар явж байгаа хүмүүс юу шалгах вэ? гэдгээ мэдэхгүй байна.Бүх стандартыг биелүүлчихсэн байхад яагаад тэнцүүлэхгүй байгааг ойлгохгүй байна./Баянхошууны Мон-лаа 14/1 Б Соёл ХХК гэж нэртэй дэлгүүрийг ямар шалтгаанаас тэнцүүлээгүй юм бэ?,Гомдол
24941,-Сүхбаатар дүүргийн 8-р хорооны 29-р байрны урд талбайд хүүхдүүд бэртэж гэмтээд байна.Байрны орцноос гарангуут явган хүний зам байхгүй байшин барьснаас болж орцны үүдэнд зогсож байгаа машинууд урдуур нь хүүхэд гүйхэд харах боломжгүй байдлаас болж хүүхдүүд машинд дайруулах асуудал их гарч байна.Хурд сааруулагч тавихгүй бол энэ асуудал дахин дахин гарах магадлал их байна.  -Явган хүний зам дээр баригдсан байшингаас болж ийм асуудал гарч байгаа гол шалтгаан болоод байна.Тийм учир энэ байшинг нурааж өгөөчээ гэж оршин суугчид бид хүсэлт гаргаж байна.Хүүхэд тоголох талбай байхгүй дээр хүүхдүүд амь нас эрүүл мэндээрээ хохирч байна.  -Байрны хажуу талд хогын цэг байгаагаас болж элдэв үнэр танар үнэртээд байна.Энэ асуудлыг шийдэж өгөх хэрэгтэй байна.,Гомдол
24953,СХД-ийн 22-р хороонд өчигдөрийн борооноор үер буугаад бүх хог нь үертэй хамт бууж ирснээс болоод гудамж талбай хогоор дүүрээд байна.Яаралтай арга хэмжээ авч өгнө үү.,Гомдол
24960,ХУД нийгмийн даатгал саяхан 2 маягт аваад тодорхойлолтын баланк дээр нь өргөдлөө бичдэг маягт авсан. А4 цаасан дээр бичсэн юмыг ямар ч баримтгүй зарж байна. Ямар нэгэн тодорхой мэдээлэл өгнө үү.,Гомдол
24970,Авто тээврийн хэрэгслийн газар дээр нэрээ солиулах гээд маш их хүлээлт үүсээд байна.Чирэгдэлтэй байна.Энэ асуудлаа яаралтай шийдэж өгөөчээ.,Гомдол
24973,ЧД-ийн 11-р хорооноос 14-р хороонд шилсэн байгаа 14-р хорооны Засаг дарга тодорхойлолт хийж өгөхгүй байна.Шилжин явсан нь үнэн гэсэн тодорхойлолт хийлгэж ир гээд асуудал шийдэж өгөхгүй байна.Энэ ямар учиртай юм бэ?,Гомдол
24978,Орон сууцны хороолол дундуур хотоос жооохон гараад шарилж маш их байна.Шарилжны асуудалтай яаралтай хурдан арга хэмжээ авахгүй бол харшилтай хүмүүс маш их болж байна.СӨХ-ийн ажилчдыг хамруулаад асуудлыг яаралтай арга хэмжээ аваачээ.Хороо захиргааныхаа нэгж газруудыг ажил хийлгээчээ.Ажиллуулж сургаачээ.,Гомдол
24980,Гудамж төслийн хүрээнд зам засварын ажил хийж байгаа хүмүүс хүний хувийн эзэмшлийн гражийг хаагаад орж гарах боломжгүй болгоод байх юм.Арга хэмжээ аваачээ.,Гомдол
24985,Дуут шуудан/9212/харагүйчүүдийн байрны 9 тоотын дээд талын айл 00 өрөө битүүрснээс болж доошоогоо бохир алдаад байна.Энэ талаараа орон сууцны конторт хандаад арга хэмжээ авч өгөхгүй байна.,Гомдол
24991,Дуут шуудан/9173/ Цахилгаан шугам сүлжээний 7004 7004 утас нь дуут шуудан дээрээ тавигдаад холбогдохгүй юмаа.,Гомдол
24995,Дуут шуудан/9165/ БЗД-ийн 7-р хороо 15-р хороолол 26-р байр халуун ус тасраад удаж байна.Хэзээ ирэх талаар тодорхой хариу өгөхгүй юмаа.,Гомдол
24997,Дуут шуудан/9143/ Монгол банкны сүлжээ ажиллахгүй байна гээд 2 цаг суулгалаа энэ ямар учиртай юм бэ?,Гомдол
25001,нисэх рүү явдаг дулааны шугамын дулаалгыг хуулж аваад хүүхдүүд голын усанд сэлж тоглож байна. тэртээ тэргүй ачааллаа даахгүй болж байгаа шугамын дулаалгыг хуулж яанаа. эртхэн арга хэмжээ авч дахин хуулуулахгүй байх арга хэмжээ аваач.   өнгөрсөн жил өрөөний хэм 16-17 байсан. Энэ жил  хүйтэн өвөл болвол  илүү хүйтэн байх байлгүй. Эрчим хүчиний хуулиндаа 18 хэмээс доош бол мөнгөө төлөхгүй байх бүрэн эрхтэй байдаг. энэ өвөл дулааны мөнгөө төлөхгүй байх шалтаг гарах байх байлгүй.,Гомдол
25017,Сав баглаа боодлын тендер оролцсон үнийн саналаар 2-т орсон гэтэл тендерт оролцоогүй компанитай гэрээ хийх гэж байна.Ингэж тендерт оролцоогүй компаныг шууд шалгаруулж авч болдог юм уу? Энэ ямар учиртай юм бэ? /Politin thinking ХХК /,Гомдол
25053,Ниймгийн даатгалыг нөхөн тооцуулах тухай хууль өнөөдрөөр дуусгавар болж байхад.Сүхбаатар дүүргийн нийгмийн даатгал тогны хязгаарлалтанд орсон учир ажиллахгүй гээд байна.,Гомдол
25054,"Улаанбаатар цахилгаан түгээх сүлжээ ажлаа хийхгүй байна.СХД-т 48 цаг тоггүй байна.Дуудлага өгөхөөр хүлээж авахгүй байна.Төлбөр тооцоогоо төлцөн байхад төлбөрөө төлөөгүй байна гэж элдэв хэл амаар доромжлоод байна. 345909 , 7004 7004",Гомдол
25057,Төв аймгийн Дэлгэрхаан сумын эрүүл мэндийн салбарынхан ажлаа хийхгүй байна.Эм тариа байхгүй гээд эмчилгээ хийдэггүй ээ.Иргэд өөрсдийнхөө мөнгөөр эм тариагаа авч үйлчлүүлж байна.Эмч нар нь ур чадварын хувьд их муу хүмүүс байдаг хэд хэдэн удаа эмч нарын ур чадвар муутайгаас хотруу хүндрээд явсан асуудал гарч байсан.,Гомдол
25066,СХД-ийн эрчим хүчээр тогоо залгуулах гээд чадахгүй байна.11-р хорооны Хөтөлийн тэнд хувийн цэцэрлэг ажиллуулдаг гэтэл тог байхгүйгээс цэцэрлэгийн үйл ажиллагаа зогсоод байна.Яаралтай арга хэмжээ авч өгнө үү.,Гомдол
25079,1-дэхь өдрөөс хойш тог ирэхгүй байна. 7 хоног дуулага өгөөд ирэхгүй байна. Энэ хүнд сурталаа болиочээ. (number 9427),Гомдол
25084,"Налайх дүүргийн төвийн хэсгийн оршин суугчид 5 дугаар сарын 15-ны өдрөөс хойш халуун усгүй байна. Энэ хооронд хэд хэдэн удаа бямба, ням гаригт халуун ус ирж байсан. Удахгүй ирэх юм байлгүй гэж хүлээсээр өнөөдрийг хүрэв. Энэ талаар тодруулахаар Налайхын Дулааны станцын даргын 70232372 дугаар утсанд залгалаа. Чухам дарга нь байсан уу үгүй юү гэдгийг мэдэхгүй. Гэтэл урдаас 7 дугаар сарын 15 хүртэл өдөр бүр халуун ус өгч байсан гээд байх юм. Тэгэхлээр, хэрэглэгч бид худлаа ярьсан болж таарч байгаа юм. Гайхаад дүүргийн төвийн хэсгийн 2 дугаар хороо руу залгаж асуулаа, тэд халуун ус зуны турш ирээгүй гэлээ. Үүний учрыг олж өгнө үү. Хэрэв дулааны станц зуны турш ус өгөөгүй гэдгээ хүлээгээд төдийд өдийд өгнө гэсэнсэн бол бид итгээд хүлээхсэн, гэтэл 7 дугаар сарын 15 хүртэл халуун ус өгч байсан гэхээр гайхаад байна. Хэрэв дулааны станц өөрийгөө ингэж хамгаалаад ус өгөөгүйгээ өгч байсан гээд зүтгээд байвал энэ байгууллагад, байгууллагын нь удирдлагад итгэх арга алга. Одоо бол, 7 сарын 15-аас 8 сарын 15 хүртэл 0 зогсолт гээч юм хийсэн гэнэ лээ. Мэргэжлийн байгууллагаар шалгуулж Налайхын иргэдэд мэдээлэхийг хүсье. Бас, энэхүү санал хүсэлтэд хариу өгнө үү.",Гомдол
25085,"Хогны машин ерөөсөө авахгүй байна. Сая бороо орсноос болоод 2 гудамжруу хог хальж гараад байна. энэ асуудлыг ерөөсөө шийдэхгүй байна. Халдварт өвчин гарах магадлал өндөр байна. СХД Нийгмийн ажилтан, засаг даргад анхааруулж өгнө үү.Захын хороололдоо арга хэмжээ ерөөсөө авагдахгүй байна.",Гомдол
25100,"ЖДҮ эрхлэдэг хогны мөнгийг Аж ахуйн нэгжүүдээс бодож авахдаа маш өндөр үнээр бодож аваад байх юм.Ямар үндэслэлээр бодож авдаг юм бэ? 40 мкв-120,000 төгрөг авна гэж байгаа нь ариа хэтэрч байна.",Гомдол
25102,Сүхбаатар аймгийн нэгдсэн эмнэлэг дээр эмнэлэгийн үйлчилгээ авах гээд чадахгүй өглөөнөөс хойш сууж байна.Одоохон гэж хэлээд хүлээж авахгүй юмаа.,Гомдол
25103,БГД 10-р хорооны 22-р хороо иргэн байна. Тухайн байгуулагууд нь явган иргэн явдаг зам хийж өгөх хэрэгтэй байна. Шинэ барьсан байрууд машины зогсоол хийгээд зам хаагаад байна.,Гомдол
25105,СХД 17-р хорооны оршин суугч байна. Өнөр тулга хотхонд амьдардаг. Гэтэл шугам сольж байна гээд хүйтэн ус хаагаад дараа нь халуун ус хаагаад 20-оод хоног боллоо. Гэтэл танай халуун усыг өгчихсөн биздээ гэх магаар хандаж байна. Энэ асуудлыг яаралтай шийдэж өгнө үү.,Гомдол
25106,Гаалийн бүрдүүлэлт хийлгэх нийслэлийн гаалийн сүлжээ тасарсан гээд ажиллахгүй олон цаг иргэдийг хүлээлгэж байгаад иргэд их бухимдалтай байна.Энэ тал дээр анхаарч ажиллах хэрэгтэй байна.,Гомдол
25108,7 буудлаас явдаг япон тэхийн цогцолбор гээд автобус нь буудал дээр ээ зогсохгүй иргэдээ хаяад явах юм. Байнга ийм асуудал гардаг. Арга хэмжээ авч өгнө үү.,Гомдол
25112,"БГД 6-р хороог хариуцсан Өргөө 14 гэсэн СӨХ цэвэрлэгээ хийдэггүй жижүүр хийдэггүй, ямар ч засвар үйлчилгээ хийдэггүй хэрнэ айлуудын тогыг тасалдаг. СӨХ бол ер нь тог таслах эрхгүй байгууллага. Гэтэл олон удаа тасалсаар байгаад цахилгааны утсан дээр масс өгөөд байна. Энэ асуудлыг шийдэж өгнө үү.",Гомдол
25118,Дундговь аймагт газар авсан байтал дахиад өөр хүнд гэрчилгээ гаргаад өгчихсөн байна. Дундговь аймгийн газрын алба нь шийдэж өгөхгүй байна. Сүүлд авсан хүмүүс нь газраа чөлөөлж өгөхгүй байна. Энэ ямар учиртай юм бэ. Энэ асуудлыг яаралтай шийдэж өгнө үү.,Гомдол
25121,Бороо ороод чийг орхоор л Харгиагийн үнэр маш их үнэртэж байна. Маш хортой муухай үнэр үнэртэж байна. Иргэд хордож байна. Яаралтай арга хэмжээ авна уу.,Гомдол
25127,БГД 4-р хороо 105-р байр. Гэтэл ТАУН КОМПОРТ нь дулааны шугам сүлжээнд 20 сая төгрөгний өртэй гэж байна. Гэтэл энэ мөнгийг төлж өгөхгүй бол халуун жс өгөхгүй гэх юм. Энэ асуудлыг яаралтай шийдэж халуун ус яаралтай олголт хийж өгнө үү.,Гомдол
25130,БЗД 20-р хороо баян төхөмийн аманд хогын машин ирж хог ачихгүй байна. Хуучин дарга Ганболд гэдэг хүн байхдаа маш сайн ажлаа хийдэг хүн байсан. Хороон даргыг сольж өгнө үү. Манай дэнд байдаг оршуулгын газар байдаг байсан гэтэл өдөр шөнөгүй хүмүүс цуваад явах юм. 1200 утсанд хэлээд арга хэмжээ авахгүй байна. Ажлын хэсэг гараад ажиллаж байгаа гэсэн хэрнэ ажиллаж байгаа хүн харагдахгүй байна. Зөндөө асуудал хэлсэн боловч нэг ч асуудлыг шийдэж өгөхгүй байна.,Гомдол
25137,БГД-ийн 21-р хороонд шилжих хөдөлгөөн хийлгэх гэтэл принтерийн хор дууссан гээд шилжих хөдөлгөөн хийх боломжгүй гээд байна.Энэ ямар учиртай юм бэ? Төрөөс санхүүждэг байж ингэж болохгүй шүү дээ.,Гомдол
25141,Жирэмснийхээ төрснийхөө дараах мөнгө авч чадахгүй 2 сар болж байна.Хэнтий аймгийн Батширээтийн цэцэрлэгт ажилладаг.,Гомдол
25145,Дорнод аймгийн Захиргаан дээр очиж ажилласан хүмүүсийн цалинг өгөхгүй байна.Захиргааны барилгыг барих тендер зарлагдаж Бадмаараг өргөө ХХК тендер авч явсан юм байна. Энэ асуудлаар Дорнод аймгийн захиргаанд хандах гэсэн боловч холбоо барьж чадахгүй байна.Цалингаа авч чадахгүй сар гаран болж байна.,Гомдол
25155,Төмөр замын билетийн касстай холбоотой гомдол: Билет буцаахад 10%-ийн шимтгэл аваад буцаагаад ард нь байгаа хүн авах гэхээр өгдөггүй ээ энэ нь цэвэр хоосон билетийг дамлаж байгаа асуудал гэж үзэж байна.Энэ хүнд сурталтай байдлаа зогсоож өгөөчээ гэж хүсэлт гаргаж байна.,Гомдол
25156,Эрчим хүчний сайдад:  Хан-Уул дүүргийн 2-р хороонд оршин суудаг.Нийтийн байранд амьдардаг нийтийн байрны тог цахилгааны тог нь маслаж тоггүй болоод 2 сар болж байна.Энэ асуудлаар Хан-Уул дүүргийн эрчим хүчинд хандсан боловч Менежер нь манайд танайх бүртгэлгүй байдаг учир хүлээж авахгүй байна.Элдэв үгээр хэлж доромжилсон энэ хүнд гомдолтой байна.Суурь хураамжаа төлсөн байж үйлчилгээгээ авч чадахгүй байна.Жилийн суурь хураамжаа төлчихсөн сарын  2100 төгрөг авдаг мөн дээрээс нь 1650 төгрөг нэмж авч байна.Энэ асуудлыг шийдэж  өгнө үү.,Гомдол
25157,БЗД газрын албанд өргөдөл өгсөн. Гэтэл энэ жил хариугаа сонсох гээд очтол дахиж өргөдөл өмнөх өгсөн өргөдөл архиьд орсон дахиад шинээр бич гэх юм. Энэ ямар учиртай юм. Монголын бүх иргэн жил болгон газрын өргөдөл өгөөд байвал юу болох вэ.,Гомдол
25170,"СБДүүргийн 6-р хорооны 2-р байрны Зүүн Сэлбэ өргөө орон сууцны контоор байрны хүйтэн ус өгөхгүй бүтэн 7 хонож байна. Асуухаар гагнуурчин хэрэгтэй, тэр хүмүүс ирсэн ч ажлын өдрүүдэд ажиллана эсвэл янзалсан байгаа гээд худлаа хэлээд оршин суугчдыг хохироож байна. Тиймээс энэ асуудлыг яаралтай шийдэж өгнө үү.",Гомдол
25179,Оргил шилтгээн дээр хөгцтэй боов зарж байна. энэ асуудал удаа дараа гараад байна. Яагаад мэргэжлийн хяналт ирж шалгахгүй байгаа юм бэ?,Гомдол
25183,СБДүүргийн 16-р хороо бэлхийн 32-1-35 тоотын хогийг нэг ч аваагүй байна. Манай хогийг авахгүй алгасаад явахаар нь араас нь очоод хэлсэн чадахгүй гээд явж байна. Энэ ямар учиртай юм бэ? Эсвэл хогоо би гудамжинд хаях юм уу? Хогоо цаг тухай бүрт нь авах хэрэгтэй байна.,Гомдол
25191,Булган аймгийн Сэлэнгэ сумын Атар багт архины зөвшөөрөлгүй дэлгүүр архи зараад 7 жил болж байна. Үүнээс болоод иргэд маш их архи ууж янз бүрийн асуудал гараад байна. Цагдаад нь хэлэхээр аймгийн дарга руу хэл гэж байна. Ингэж болж байгаа юм уу? Ард иргэдийн төлөө ажилладаг юм уу? нэг даргын төлөө ажилладаг юм уу?,Гомдол
25193,Мэргэжлийн хяналтын газрын тусгай дугаарт гомдол хэлсэн манайх хариуцахгүй гэж байна. Залуус хороолол ямар ч аюулгүй ажиллагааг хангаж ажиллахгүй байна. Ажилчид нь Тоосго шидээд байна. Мэргэжлийн хяналт баримттай юм гээд байх юм. 16 давхар тэр олон цонхноос хэн юм шидэх нь үү гээд утсаа бариад зогсож байх уу? Хүний толгой дээр унавал яах юм бэ? Өөр янз бүрийн юм шидээд байх юм. Яаралтай арга хэмжээ авна уу.,Гомдол
25203,10 дугаар хорооллын уулзварыг засаад зам хаасан гэтэл амралтын өдрөөр хаалттай мөртлөө ажлаа хийхгүй юм. Энэ асуудлыг анхаараачээ. Энийг жил болгосон засдаг боловч ус зайлуулах төхөөрөмж байхгүйгээс 10 хонохгүй эвдэрдэг шүүдээ Батбаяр сайдаа анхааралдаа авна уу.,Гомдол
25226,СХДүүргийн газрын алба нь хаягдсан гэрчилгээг хүчингүй болгох материалыг нийслэл рүү явуулдаг юм байна. Би 6 сард материалаа өгсөн. Одоо хүртэл гараагүй байна. Асуухаар нийслэл ажлаа хийхгүй байна гээд байх юм. Хуулийн дагуу нэг сар байдаг ш дээ. Сардаа багтааж ажиллаа хийж шийдвэрлэхгүй байгаа нь ямар учиртай вэ? Яаралтай хариу өгнө үү.,Гомдол
25241,"Шинэ цэргийн хотхонд цахилгааны гэмтэл их гарч байна. Янзлуулая гэхээр түлхүүрээ олоод гэдэг. Түлхүүр нь орон сууцны контоорт байхгүй, оршин суугчидад нь байхгүй болохоор яах ёстой вэ? Энэ асуудлыг шийдэж арга хэмжээ авч өгнө үү.",Гомдол
25254,"Миний охин Эрхүүгийн Анагаахын их сургуульд суралцдаг. 3 сараас 6 сарын хооронд БШУЯаман дээр очиж ЗГазрын тэтгэлэгт шалгалт хэзээ болох вэ гэж асууж байсан тухайн байгууллагын гадаадын оюута н хариуцдаг мэргэжилтэнгээс асуусан ОХУ-н элчин сайдын яам мэднэ, ОХУ элчин сайдын яам БШУЯ мэднэ гэж явсаар байгаад шалгалт хэзээ болохыг мэдээгүй шалгалтанд орж чадаагүй. БШУЯ-ны мэргэжилтэнгүүд иргэдийг алаг үзэлгүй шудрага ажиллана уу. Хүүхдээ тэтгэлэгт яаж хамруулах вэ? өндөр настны тэтэгэвээр өөр орлогогүй. Шалгалтанд оруулж чадаагүйд гомдолтой байна. Олон сар явуулаад шалгалт болоогүй гэж хэлсэн хариуцлагыг хэн хүлээх вэ? Иймд маш их гомдотой байна.",Гомдол
25262,Замын үүдэд ажлаар явж байгаад бие өвдөөд эмнэлэгт нь ирсэн мэдрэлийн эмч 10500 төгрөг тушаа тэгж байж үзнэ гээд байх юм. Улсын эмнэлэг төлбөртэй үзэх ёстой юу?,Гомдол
25282,"би 16,30 цагт өнөөдөр Хот, суурины ус хангамж, ариутгах татуургын ашиглалт үйлчилгээг зохицуулах зөвлөл гэдэг газар уруу утасдаж өөрийнх нь байгууллагын талаарх мэдээллийг авахаар утастлаа. гэтэл 7014-7447 гэсэн утсыг нэгэн эмэгтэй аваад нэрээ хэлэхгүйгээр маш бүдүүлэгээр харьцлаа. би төрийн байгууллага юм уу усыг цэвэршүүлэх асуудлыг хариуцдаг уу гэх мэт Хот байгуулалт ариутгах татуургын тухай хуулийн зарим асуудлаар тодоруулах гэтэл загнуулаад утсаа салгалаа. би энэ байгууллагын талаар яаж хэнээс мэдээлэл авч болох вэ, уг байгууллагын тэр утас авсан ажилтны ёс зүйн асуудлыг авч үзээч ээ",Гомдол
25289,Эх нялхасын төв дээр 7сарын 24-ны өдөр олгойны хагалгаанд манай дүү /Од/ орсон. Цэнджав гэдэг эмчийн дүгнэлтээр биеийн байдал хэвийн гадуур дүүргийн эмнэлгээрээ боолтоо хийлгэхээр болоод эмнэлгээс гарсан. Эмнэлгээс гарсаныхаа маргааш халуурч эхлэхээр нь эх нялхасын төв дээр очсон олгой нь дотороо үлдсэн байна ахиад хагалгаанд орох ёстой гэсэн. Маргааш нь ахиад шинээр эмнэлэгт хэвтэх гэж байгаа юм шиг очер дугаар авч шинжилгээ өгч стор нээлгэж орой нь хагалгаанд орсон. Угаалга арчилгаа болоогүй гээд ахиад хагалгаанд орж байна. Энэ хугацаанаас хойш 8 настай хүүхэд 4 удаа хагалгаанд орно гэдэг чинь юу гэсэн үг вэ? ар гэрийнхэн нь эх нялхасын даргатай нь уулзсан бид мэдэж байгаа хурлаар хэлэлцэж арга хэмжээ авна гэж байна. Иймэрхүү байж болох уу?,Гомдол
25303,ХУДүүргийн 1-р хорооны зохион байгуулагчид гомдолтой байна. Хуулиараа 6сараас дээш оршин сууж байгаа газраа бүртгүүлэх эрхтэй байдаг. Би 2 жил гаруй амьдарч байгаа газраа бүртгүүлэх гэсэн бүртгэж авахгүй байна. Үүнээс болоод хүүхдээ цэцэрлэг сургуульд нь өгч чадахгүй байна.,Гомдол
25305,Шүүхийн шийдвэрээс шүүхийн шийдвэр аваад түүний дагуу өр төлбөрөө төлөөд явж байсан. Тэгсэн гэрт орж ирээд гал тогоог битүүмжилсэн. Ажил дээр очоод цалингаас аваад одоо бүх дансыг минь хаасан.  Хууль журмын дагуу өр төлбөрөө төлөөд дууссан. Гэтэл миний дансыг нээж өгөхгүй байна. Алтанзул байцаагч хувийн өс онзон мэт харьцаад дарамтлаад байна. Энэ байцаагч банк руу яриад битгий дансыг нь нээгээрэй гэсэн байна. Ингэж иргэнийг дарамталж болдог юм уу?,Гомдол
25313,СБДүүргийн 7-р хорооны 79-р байранд халуун усыг 6сард таслаад одоо хүртэл өгөөгүй байна. Асуухаар хэзээ өгөх нь мэдэгдэхгүй хөрөнгө байхгүй гэж байна. Тодорхой хариулт өгнө үү.,Гомдол
25316,1-р эмнэлэгийн мэс заслын тасагт цагаан мах авхуулсан. Эмнэлэгт хэвтээд 5 хоноод 6 дхаь хоног дээрээ гарах гэж байна. Энэ хугацаанд маш их өвдөөд хэцүү байна. Гарах болж байгаа юм уу өвдөөд байна гэсэн өвддөгүй төлбөртэй хагалгааг нь хийлгэхгүй яасан юм гэсэн тайлбар өгч байна. Ингэж болох юм уу? Хагалгаа хийхээсээ өмнө асууж болдоггүй юм уу?,Гомдол
25323,Мобинет 30 хоногийн 15 хоногт л интернетээ хэрэглүүлдэг. Арай хэтэрхий байна. Тийм бол 15 хоногийн мөнгөө авах хэрэгтэй ш дээ. Хаана хандах ёстой вэ?,Гомдол
25342,БГДүүргийн 12-р хорооны Масс шөнийн цэнгээний газар орой 00 цагаас өглөө 05 цаг хүртэл түчигнээд оршин суугчид амарч чадахгүй байна. Арай хэтэрхий байна.,Гомдол
